NAME,PLAYER2,WKTS,MAT,INNS,OV,RUNS,BBI,AVG,ECON,SR,4-Wicket,5-Wicket,TYPE,COST₹_LAKH
Naveen-Ul-Haq,LSG,14,10,10,36.3,372,49/3,26.57,10.19,15.64,0,0,BOW,50
